# Column 1-3: misorientation axis in TSL Euler coordinates
# Column 4: alpha (in plane angle)
# Column 5: beta (out of plane angle)
# Column 6: misorientation angle
-1.00	0.04	0.08	177.68	4.84	52.56
-0.47	0.74	0.48	122.63	28.64	61.28
-0.30	0.84	0.45	109.61	27.02	57.77
-0.11	0.97	0.21	96.73	11.83	25.81
0.72	0.69	0.07	43.75	4.27	53.67
0.95	0.27	0.13	15.73	7.43	73.09
-0.99	0.03	0.16	178.01	9.32	68.36
-0.79	0.23	0.57	163.49	34.72	48.01
-0.26	0.70	0.67	110.14	41.77	56.38
-0.36	-0.25	0.90	215.22	64.11	61.61
-0.52	-0.25	0.82	205.23	54.63	73.89
0.79	0.56	0.25	35.57	14.38	41.67
0.19	-0.98	0.04	281.10	2.21	77.12
-0.37	-0.70	0.60	242.09	37.08	71.85
0.31	0.59	0.74	62.09	48.07	14.57
-0.77	0.29	0.58	159.33	35.12	59.95
-0.77	0.28	0.57	160.04	34.67	69.90
0.99	0.09	0.04	5.40	2.54	29.05
0.25	-0.67	0.70	290.44	44.44	62.06
-0.09	-0.13	0.99	233.30	81.03	74.90
-0.00	0.59	0.81	90.40	53.70	60.29
0.75	-0.62	0.22	320.52	12.62	55.59
0.05	-0.97	0.25	273.05	14.66	39.98
0.02	-1.00	0.08	271.05	4.70	42.47
0.02	-1.00	0.03	271.20	1.48	36.59
0.56	0.30	0.77	27.90	50.72	59.86
0.01	0.56	0.83	89.18	55.60	57.32
0.51	0.53	0.68	46.26	43.06	57.10
0.91	-0.25	0.34	344.36	19.85	38.67
0.46	0.79	0.41	59.99	24.29	23.90
-0.61	-0.37	0.70	211.51	44.66	43.39
-0.79	0.46	0.40	149.73	23.70	79.75
0.66	0.64	0.40	43.88	23.35	56.81
0.31	0.95	0.07	71.96	4.18	88.62
0.80	0.58	0.13	36.15	7.43	73.33
0.96	-0.11	0.24	353.26	13.93	71.41
-0.12	-0.95	0.29	262.91	16.92	12.02
0.60	-0.25	0.76	337.70	49.27	60.12
0.03	-0.57	0.82	272.68	55.41	58.93
0.17	-0.61	0.78	285.47	51.01	55.64
0.26	0.92	0.29	74.34	17.04	58.40
0.87	0.14	0.47	9.27	28.23	70.70
0.95	-0.25	0.17	345.29	9.56	65.39
-0.58	0.62	0.53	133.20	31.88	18.85
0.54	0.49	0.68	42.15	42.73	86.14
0.57	0.50	0.65	41.63	40.80	79.58
