# Column 1-3: misorientation axis in TSL Euler coordinates
# Column 4: alpha (in plane angle)
# Column 5: beta (out of plane angle)
# Column 6: misorientation angle
0.39	0.91	0.10	66.62	5.91	51.42
0.96	0.21	0.17	12.52	9.77	55.04
0.71	0.34	0.61	25.73	37.86	23.07
-0.91	-0.40	0.09	203.99	5.14	86.84
0.38	0.90	0.20	67.25	11.34	53.14
-0.49	0.74	0.46	123.28	27.54	47.68
-0.98	-0.20	0.03	191.46	1.69	36.07
-0.85	-0.14	0.52	189.13	31.07	63.03
-0.71	-0.06	0.70	185.07	44.61	70.96
-0.55	-0.38	0.75	214.53	48.49	59.09
0.53	0.73	0.44	54.03	25.85	57.64
0.40	0.18	0.90	24.01	63.82	65.61
0.01	-0.80	0.60	270.72	36.82	33.43
0.49	0.53	0.69	47.77	43.77	32.77
0.44	0.35	0.83	38.57	55.80	39.04
0.28	0.56	0.78	62.93	51.42	103.28
-0.04	0.06	1.00	120.69	85.90	55.51
-0.53	-0.83	0.18	237.61	10.22	19.89
-0.91	0.33	0.25	160.08	14.76	57.39
0.80	0.51	0.31	32.31	17.77	26.25
-0.41	0.87	0.28	115.16	16.10	31.03
0.98	0.17	0.13	9.64	7.20	47.77
-0.99	-0.16	0.01	189.49	0.75	66.82
0.67	0.16	0.72	13.16	46.42	14.60
0.73	-0.65	0.22	318.14	12.54	57.25
-0.09	0.88	0.46	96.09	27.57	17.27
0.09	-0.86	0.50	275.83	29.68	19.94
-0.99	-0.14	0.06	187.97	3.63	66.42
-0.90	0.35	0.25	158.96	14.59	49.18
-0.95	0.27	0.15	163.87	8.78	36.84
0.94	-0.22	0.26	346.76	15.11	14.51
-0.92	-0.38	0.09	202.69	5.11	17.16
-0.64	0.03	0.77	177.22	50.32	47.70
-0.90	-0.08	0.42	185.05	24.92	30.17
0.05	-0.97	0.23	273.11	13.47	39.51
0.67	-0.62	0.42	317.24	24.92	19.58
0.15	0.98	0.12	81.09	7.05	46.15
-0.63	-0.57	0.53	222.04	32.06	42.79
-0.14	-0.53	0.84	255.36	56.93	44.62
-0.37	-0.48	0.79	232.21	52.28	80.37
-0.21	-0.18	0.96	221.32	74.00	34.89
-0.07	0.15	0.99	115.01	80.54	52.49
-0.03	1.00	0.06	91.90	3.65	51.13
-0.03	1.00	0.07	91.68	3.80	51.39
0.32	0.60	0.74	61.66	47.41	70.73
0.70	0.11	0.71	8.59	45.10	41.12
-0.04	-0.12	0.99	252.07	82.62	29.88
-0.94	-0.16	0.31	189.64	17.84	27.55
-0.69	0.34	0.64	154.07	39.47	91.18
0.36	0.82	0.45	66.41	26.95	72.46
0.36	-0.64	0.67	299.30	42.40	51.27
-0.91	0.40	0.13	156.13	7.35	46.83
0.32	0.95	0.04	71.29	2.02	34.77
1.00	-0.08	0.03	355.21	1.76	60.22
0.13	-0.11	0.99	321.14	80.16	22.68
-0.92	-0.24	0.31	194.35	18.36	89.41
-0.58	0.07	0.81	172.75	54.18	75.10
-0.48	0.30	0.82	147.43	55.53	59.75
-0.52	-0.58	0.63	228.05	39.15	31.67
-0.86	-0.31	0.42	199.92	24.56	61.22
0.17	0.47	0.86	69.75	59.79	12.04
0.73	0.38	0.56	27.26	34.39	40.29
-0.40	0.42	0.82	133.40	54.79	74.89
0.42	0.72	0.56	59.57	33.88	53.80
0.63	0.51	0.59	39.23	35.98	72.71
0.90	-0.14	0.42	351.25	24.54	22.95
-0.08	-0.97	0.24	265.35	13.69	33.78
0.77	-0.38	0.51	333.90	30.39	20.05
-0.52	-0.82	0.24	237.80	13.91	26.24
-0.38	-0.77	0.51	243.66	30.51	29.24
-0.01	-0.48	0.88	269.22	61.06	29.53
-0.26	0.16	0.95	149.24	72.26	17.43
0.70	0.69	0.20	44.58	11.66	25.89
-0.41	0.72	0.56	119.63	34.32	75.58
-0.84	0.39	0.39	154.96	22.83	62.46
0.83	0.55	0.12	33.79	6.64	66.12
0.76	0.55	0.35	35.93	20.36	70.38
-0.94	-0.09	0.32	185.32	18.69	70.23
-0.96	0.14	0.26	171.44	14.93	69.37
-0.92	-0.05	0.40	183.32	23.46	79.71
-0.86	-0.16	0.48	190.74	28.80	54.26
0.35	-0.62	0.70	299.07	44.59	29.45
0.14	-0.71	0.69	280.82	43.97	62.74
-0.04	-0.92	0.39	267.76	22.75	68.44
-0.45	-0.75	0.48	238.86	28.58	51.95
0.46	-0.83	0.31	299.13	18.26	50.41
0.80	-0.34	0.50	336.79	29.99	79.95
-0.97	0.23	0.09	166.47	4.91	84.81
-0.48	0.59	0.65	128.80	40.42	33.63
