# Column 1-3: misorientation axis in TSL Euler coordinates
# Column 4: alpha (in plane angle)
# Column 5: beta (out of plane angle)
# Column 6: misorientation angle
0.32	-0.08	0.94	345.44	70.57	12.43
-0.74	0.62	0.25	140.23	14.46	41.08
0.33	-0.33	0.89	315.20	62.36	11.77
-0.14	-0.72	0.68	258.96	42.47	36.30
0.53	0.68	0.51	52.02	30.87	48.97
-0.52	-0.83	0.17	237.88	9.85	84.40
0.94	-0.15	0.29	350.98	17.11	26.57
0.66	0.75	0.08	48.38	4.67	89.95
-0.56	-0.68	0.47	230.63	28.15	86.15
0.42	-0.54	0.73	308.05	46.50	64.85
0.32	0.55	0.77	59.92	50.77	9.69
0.02	0.77	0.63	88.35	39.19	18.25
-0.55	0.17	0.82	162.90	54.69	14.39
0.46	0.77	0.44	59.44	25.89	19.17
0.96	0.26	0.14	15.12	8.00	44.83
-0.86	0.33	0.40	159.19	23.29	46.06
-0.70	0.66	0.29	136.54	16.57	45.36
0.72	0.27	0.64	20.56	39.77	18.35
0.13	-0.56	0.82	283.38	55.03	47.43
0.18	-0.42	0.89	293.39	63.10	67.97
0.31	0.65	0.70	64.57	44.19	59.95
-0.84	-0.22	0.49	194.64	29.39	38.09
0.18	0.98	0.04	79.86	2.21	34.35
-0.96	-0.03	0.27	181.75	15.49	37.14
0.58	0.03	0.82	2.83	54.84	72.98
0.58	0.00	0.81	0.49	54.46	72.74
0.48	0.53	0.70	47.64	44.26	63.40
0.86	0.33	0.38	20.81	22.61	36.88
-0.14	0.97	0.18	98.05	10.31	24.05
-0.57	-0.72	0.40	231.76	23.67	69.04
-0.21	0.97	0.11	102.05	6.31	75.64
0.37	-0.92	0.16	291.83	9.42	87.02
0.57	0.78	0.26	54.09	15.35	38.53
-0.63	-0.78	0.07	231.08	3.84	52.76
0.62	0.67	0.41	47.03	24.24	66.02
-0.75	0.06	0.66	175.64	41.28	49.05
0.31	-0.86	0.41	289.63	24.21	60.32
-0.74	0.08	0.67	174.13	42.24	65.71
-0.33	-0.82	0.47	247.95	27.79	86.06
-0.92	-0.19	0.34	191.62	19.80	63.17
-0.85	-0.18	0.49	192.19	29.06	62.55
0.53	0.36	0.77	33.95	50.04	36.47
0.66	-0.10	0.75	351.36	48.18	25.06
-0.77	0.31	0.56	158.14	33.89	58.37
-0.79	0.39	0.48	153.55	28.42	45.21
-0.35	-0.16	0.92	204.63	67.64	13.70
0.09	0.56	0.82	80.90	55.35	24.86
-0.91	-0.34	0.24	200.58	13.68	59.72
-0.58	-0.02	0.81	182.24	54.43	24.46
0.68	-0.70	0.20	314.21	11.61	83.75
0.17	-0.94	0.29	280.01	16.91	57.32
0.33	-0.81	0.48	292.33	28.83	47.95
0.84	0.48	0.25	29.73	14.70	44.49
-0.88	-0.47	0.03	207.99	1.53	29.14
-0.38	-0.51	0.77	233.07	50.46	59.25
-0.56	0.04	0.83	175.94	55.95	49.82
0.45	-0.86	0.25	297.58	14.48	52.07
0.31	0.16	0.94	27.96	69.41	84.64
0.62	-0.45	0.64	324.32	39.70	43.72
0.81	0.40	0.43	26.32	25.59	90.74
0.28	0.76	0.59	69.90	36.39	15.78
-0.86	0.20	0.47	167.23	27.97	48.37
-0.96	0.11	0.24	173.45	13.86	48.03
0.64	-0.77	0.02	309.46	0.92	36.88
-0.75	0.54	0.39	144.24	23.12	78.23
-0.73	0.14	0.66	169.21	41.66	70.20
0.15	-0.30	0.94	296.24	70.39	68.65
0.63	0.56	0.54	41.97	32.52	96.72
