# Column 1-3: misorientation axis in TSL Euler coordinates
# Column 4: alpha (in plane angle)
# Column 5: beta (out of plane angle)
# Column 6: misorientation angle
0.33	0.61	0.72	61.65	46.38	66.47
0.82	0.38	0.43	24.75	25.64	70.96
0.10	-0.10	0.99	313.89	81.86	26.33
-0.75	0.10	0.65	172.16	40.49	70.35
-0.85	-0.39	0.36	204.49	21.27	38.90
0.38	-0.63	0.68	301.25	42.59	18.49
-0.61	-0.63	0.48	226.24	28.61	59.46
-0.15	0.43	0.89	109.58	62.80	41.50
0.77	0.49	0.41	32.13	23.97	67.55
0.95	0.01	0.30	0.66	17.41	57.86
0.79	0.28	0.54	19.77	32.76	70.38
-0.34	-0.35	0.87	225.52	60.55	18.26
0.98	0.02	0.19	0.92	10.69	52.87
-0.99	-0.11	0.04	186.55	2.40	19.46
-0.11	0.61	0.78	99.92	51.42	44.54
0.06	0.47	0.88	83.09	61.80	31.61
0.69	0.60	0.41	41.03	24.20	52.85
0.54	0.07	0.84	7.48	56.71	76.82
-0.11	-0.99	0.10	263.50	5.68	67.91
-0.25	-0.86	0.44	253.57	25.88	12.28
-0.86	-0.33	0.37	201.15	22.02	62.16
-0.36	0.80	0.48	114.15	28.52	11.17
0.75	0.52	0.40	34.54	23.80	74.07
0.02	0.22	0.97	83.67	76.98	32.02
-0.90	-0.24	0.36	195.11	21.21	55.02
-0.20	0.73	0.66	105.49	41.00	53.07
0.48	0.69	0.54	55.01	32.48	60.77
-0.85	-0.52	0.12	211.47	6.69	12.15
0.79	-0.19	0.59	346.09	36.00	21.25
-0.42	-0.56	0.71	233.43	45.42	36.66
-0.78	-0.40	0.48	207.15	28.53	39.76
-0.79	-0.40	0.48	206.82	28.37	39.74
-0.26	-0.59	0.76	245.87	49.84	79.16
0.50	-0.63	0.60	308.33	36.57	35.12
-0.26	-0.59	0.76	245.87	49.84	79.16
-0.55	-0.78	0.30	235.14	17.19	68.61
0.71	0.10	0.69	8.09	43.95	61.49
0.07	-0.99	0.09	273.81	5.41	30.29
0.77	-0.39	0.51	333.26	30.69	66.84
-0.14	0.96	0.25	98.07	14.37	28.02
0.74	-0.12	0.66	350.46	41.48	66.83
-0.03	-0.95	0.33	267.92	18.97	52.90
0.23	-0.97	0.11	283.12	6.39	43.68
