# Column 1-3: misorientation axis in TSL Euler coordinates
# Column 4: alpha (in plane angle)
# Column 5: beta (out of plane angle)
# Column 6: misorientation angle
0.98	-0.10	0.17	354.12	9.68	57.22
-0.97	0.19	0.15	168.69	8.62	67.58
-0.79	0.54	0.30	145.73	17.24	76.64
0.56	-0.54	0.62	316.23	38.58	62.44
0.53	-0.55	0.64	313.63	40.01	69.15
-0.82	0.55	0.13	146.10	7.19	32.90
-0.88	0.34	0.34	158.83	20.08	42.98
0.87	-0.27	0.42	342.68	24.99	9.54
-0.16	0.53	0.83	106.50	56.34	70.13
0.97	-0.22	0.13	347.13	7.58	30.84
0.30	0.63	0.71	64.54	45.57	55.37
0.53	0.66	0.54	51.28	32.47	56.49
0.52	0.44	0.73	39.95	47.11	58.50
-0.87	-0.33	0.36	200.95	21.12	71.43
-0.98	-0.00	0.20	180.04	11.54	83.06
0.59	-0.62	0.52	313.88	31.03	79.74
0.52	0.22	0.83	22.62	55.70	76.17
0.73	0.56	0.39	37.41	22.73	59.97
-0.67	0.63	0.40	137.07	23.27	73.94
-0.09	0.60	0.80	98.24	52.88	70.40
-0.25	0.18	0.95	143.54	71.95	18.98
-1.00	-0.01	0.03	180.51	1.97	50.22
0.95	0.31	0.06	18.14	3.54	54.05
0.91	0.20	0.36	12.20	21.35	9.25
0.87	0.27	0.40	17.37	23.74	9.50
-0.47	0.88	0.01	117.93	0.31	38.87
0.80	0.12	0.59	8.89	36.26	49.66
-0.11	0.98	0.16	96.42	9.31	13.44
-0.67	-0.52	0.53	217.91	32.04	50.73
-0.14	-0.24	0.96	239.29	73.96	57.55
0.94	0.32	0.10	18.86	5.54	32.97
0.83	0.11	0.54	7.76	32.69	47.16
0.29	0.95	0.14	72.84	8.14	62.01
0.26	0.79	0.55	71.53	33.46	100.22
-0.16	0.97	0.20	99.41	11.29	8.48
-0.28	0.08	0.96	163.65	73.01	55.37
0.64	-0.67	0.37	313.41	21.74	55.60
-0.20	0.98	0.02	101.60	1.19	83.77
-0.71	0.65	0.28	137.37	16.08	82.03
-0.52	0.52	0.67	135.10	42.25	34.56
-0.76	0.63	0.17	140.35	9.95	34.44
0.66	-0.26	0.71	338.30	45.05	43.79
-0.67	-0.05	0.74	184.21	47.66	52.29
-0.22	-0.73	0.65	253.18	40.51	6.64
-0.21	0.98	0.01	102.38	0.39	60.25
-0.60	-0.55	0.58	222.38	35.26	67.81
-0.36	-0.19	0.91	207.84	66.11	11.94
-0.84	0.52	0.15	148.05	8.43	71.92
0.12	-0.48	0.87	283.99	60.68	102.27
-0.07	0.06	1.00	140.18	84.50	55.07
-0.08	0.15	0.99	118.19	80.19	49.43
0.27	-0.41	0.87	303.52	60.31	50.76
-1.00	0.01	0.08	179.44	4.43	78.98
-0.91	-0.41	0.07	204.58	3.94	43.61
0.27	-0.24	0.93	317.89	68.78	49.85
0.13	-0.30	0.95	293.72	70.93	95.35
0.25	-0.25	0.94	315.55	69.49	94.17
0.21	-0.17	0.96	319.72	74.38	87.91
-0.16	-0.87	0.46	259.85	27.39	61.58
0.83	0.28	0.48	18.87	28.46	46.74
0.95	0.15	0.28	9.17	16.08	73.72
-0.38	0.53	0.76	125.20	49.34	16.55
0.15	0.69	0.71	77.92	44.85	68.80
0.41	0.51	0.75	51.06	48.88	60.71
-0.59	0.01	0.81	179.36	54.11	16.56
0.17	0.05	0.98	18.28	79.90	60.71
-0.18	-0.90	0.40	258.91	23.59	33.18
-0.29	-0.31	0.90	226.71	64.61	46.87
0.97	-0.19	0.14	349.06	7.86	50.58
0.84	-0.53	0.11	327.76	6.54	71.71
0.08	-0.56	0.83	278.12	55.88	33.63
0.84	-0.37	0.40	336.12	23.48	55.21
0.41	0.29	0.87	35.40	60.03	61.43
0.85	0.23	0.47	15.09	27.83	17.29
0.70	0.65	0.28	43.00	16.50	44.20
0.99	0.10	0.02	5.75	0.88	62.10
0.15	0.49	0.86	73.06	59.53	58.91
-0.21	-0.72	0.66	253.71	41.58	55.92
0.45	0.84	0.31	61.51	17.94	82.16
-0.30	-0.88	0.37	250.96	21.92	47.93
0.57	0.54	0.62	43.42	38.07	64.69
-0.19	0.89	0.42	102.14	24.66	54.00
0.50	0.63	0.59	51.23	36.44	79.50
-0.13	-0.94	0.32	262.42	18.41	33.06
0.16	-0.92	0.35	279.67	20.57	32.62
0.17	0.70	0.69	76.20	43.63	16.81
0.46	0.57	0.68	51.08	42.70	23.89
0.53	-0.74	0.41	305.30	24.44	32.79
0.71	0.69	0.16	44.29	9.06	40.45
0.92	0.37	0.16	21.72	9.45	63.40
0.70	0.66	0.26	43.42	14.89	62.21
