# Column 1-3: misorientation axis in TSL Euler coordinates
# Column 4: alpha (in plane angle)
# Column 5: beta (out of plane angle)
# Column 6: misorientation angle
0.95	-0.25	0.18	345.18	10.57	27.13
0.63	-0.75	0.19	309.85	11.09	68.85
0.13	-0.61	0.78	282.29	51.32	82.85
0.14	-0.78	0.61	280.01	37.81	59.46
0.24	-0.88	0.40	285.35	23.83	60.35
0.38	0.07	0.92	11.10	67.19	65.58
-0.01	0.73	0.68	90.96	42.97	62.68
-0.98	0.12	0.14	173.30	8.07	27.08
-0.64	0.56	0.53	138.98	32.08	63.29
-0.95	-0.30	0.03	197.67	1.63	35.57
-0.72	0.57	0.39	141.44	23.12	104.99
0.21	0.81	0.54	75.58	33.00	72.23
0.79	0.58	0.21	36.38	12.05	50.03
0.94	-0.24	0.26	345.83	15.34	27.17
0.02	-0.73	0.68	271.81	43.20	26.59
-0.76	-0.17	0.63	192.64	38.76	61.76
-0.98	-0.04	0.18	182.29	10.64	56.23
-0.16	-0.97	0.21	260.83	12.08	30.33
0.88	-0.21	0.42	346.96	24.71	68.55
0.53	0.70	0.48	52.68	28.82	73.99
0.18	0.82	0.54	77.44	32.56	71.30
0.53	0.44	0.72	39.21	46.36	6.60
-0.58	0.35	0.74	148.53	47.48	40.70
-0.55	0.69	0.47	128.39	28.17	66.15
0.72	-0.05	0.70	356.03	44.09	65.94
-0.59	-0.80	0.13	233.39	7.19	56.50
0.18	-0.72	0.67	284.37	41.95	29.83
0.71	-0.69	0.15	315.74	8.77	55.24
-0.28	-0.72	0.63	248.53	39.16	55.18
-0.04	0.79	0.61	93.15	37.33	43.93
-0.01	0.56	0.83	90.92	55.60	64.03
-0.49	-0.54	0.69	228.05	43.37	61.58
-0.54	-0.33	0.78	211.67	51.02	56.04
-0.22	0.42	0.88	117.50	62.04	14.86
-0.99	0.05	0.11	177.28	6.23	25.52
-0.99	0.12	0.11	173.04	6.43	25.83
-0.54	0.83	0.12	123.21	7.05	26.45
-0.78	0.09	0.62	173.22	38.44	58.56
-0.99	0.06	0.13	176.37	7.50	67.47
0.20	-0.68	0.70	286.43	44.48	47.70
-0.48	-0.74	0.47	236.81	28.27	34.71
0.32	-0.95	0.03	288.63	1.69	17.87
0.97	0.03	0.26	1.53	15.12	60.14
0.88	0.41	0.23	24.78	13.13	46.03
-0.99	0.13	0.05	172.56	3.10	32.52
-0.19	-0.94	0.28	258.34	16.07	47.90
