# Column 1-3: misorientation axis in TSL Euler coordinates
# Column 4: alpha (in plane angle)
# Column 5: beta (out of plane angle)
# Column 6: misorientation angle
0.49	0.56	0.67	48.47	42.10	22.29
0.18	0.81	0.55	77.20	33.62	94.55
0.05	0.95	0.30	86.95	17.68	68.47
-0.83	0.18	0.53	167.46	31.83	83.02
0.74	-0.61	0.29	320.77	16.58	62.29
0.65	-0.33	0.68	333.12	43.12	60.45
0.69	-0.61	0.39	318.66	23.17	55.09
0.25	-0.67	0.70	290.53	44.39	30.33
0.23	-0.59	0.78	291.12	50.86	49.85
-0.26	-0.44	0.86	239.56	59.52	19.53
-0.98	-0.14	0.13	188.16	7.57	24.35
0.80	0.59	0.10	36.15	5.56	44.99
0.46	-0.88	0.15	297.50	8.90	28.66
0.50	0.84	0.22	58.94	12.47	68.95
-0.89	-0.29	0.35	197.79	20.32	59.76
0.66	0.23	0.72	19.35	45.78	49.13
0.53	-0.01	0.85	359.17	58.04	69.25
0.68	-0.32	0.66	334.46	41.35	58.01
0.86	-0.06	0.50	356.05	30.32	58.68
-0.98	0.14	0.10	171.75	5.83	80.47
-0.98	0.17	0.05	169.98	2.59	75.94
-0.73	0.64	0.23	138.56	13.50	41.50
-0.88	0.06	0.47	176.42	27.86	31.60
0.59	0.36	0.72	31.11	45.99	65.70
-0.15	0.78	0.61	100.82	37.44	59.86
-0.32	-0.18	0.93	209.20	68.54	18.39
-0.90	-0.26	0.34	196.00	19.79	56.03
-0.93	-0.33	0.15	199.24	8.89	40.08
-0.10	-0.86	0.50	263.44	30.06	52.48
-0.58	0.14	0.80	166.03	53.38	62.65
0.91	-0.41	0.00	336.07	0.15	33.07
0.79	0.46	0.40	30.52	23.76	64.66
0.87	0.20	0.46	12.87	27.16	67.59
0.77	0.13	0.63	9.37	39.11	92.50
-0.12	-0.34	0.93	250.42	68.55	29.61
-0.81	-0.41	0.42	206.91	24.58	54.24
-0.70	-0.42	0.58	211.14	35.62	50.48
-0.45	0.81	0.36	119.04	21.32	60.99
0.16	-0.98	0.13	279.21	7.55	35.56
-0.47	-0.57	0.68	230.46	42.49	23.94
0.96	-0.11	0.24	353.49	14.17	62.92
0.23	-0.53	0.81	293.36	54.47	83.16
-0.17	-0.66	0.73	255.28	47.12	45.75
-0.53	0.54	0.66	134.53	41.19	50.82
0.32	0.87	0.38	70.03	22.03	17.56
0.37	0.88	0.30	67.28	17.20	68.68
0.24	0.31	0.92	51.81	67.00	35.36
0.62	0.62	0.49	44.82	29.12	65.51
-0.91	0.34	0.26	159.67	14.95	43.70
-0.78	-0.12	0.61	188.88	37.52	43.37
-0.70	-0.43	0.57	211.74	34.76	108.87
-0.24	-0.37	0.90	237.04	63.90	96.27
-0.80	-0.43	0.43	208.14	25.49	93.12
0.72	-0.69	0.08	316.50	4.41	61.83
-0.71	-0.28	0.64	201.71	39.69	46.29
0.09	-0.69	0.72	277.35	46.17	77.17
0.83	-0.44	0.36	332.18	20.90	70.36
0.85	0.16	0.50	10.57	29.83	20.14
0.96	-0.06	0.27	356.46	15.52	51.24
-0.82	0.27	0.51	161.51	30.60	79.80
-0.58	0.78	0.22	126.63	12.99	89.72
-0.88	0.00	0.47	179.82	27.80	77.22
-0.84	-0.17	0.51	191.70	30.44	90.56
-0.78	-0.05	0.62	183.91	38.28	82.96
-0.65	-0.16	0.74	193.67	47.90	63.11
0.60	0.71	0.37	50.02	21.73	49.00
-0.50	0.71	0.49	125.09	29.31	17.14
-0.34	-0.90	0.28	249.26	16.27	8.05
0.65	-0.76	0.03	310.21	1.90	23.96
0.52	0.84	0.16	58.08	9.26	75.99
-0.09	-0.58	0.81	261.15	54.31	45.82
0.86	0.16	0.48	10.84	28.89	51.43
0.19	-0.03	0.98	351.36	78.66	78.45
