# Column 1-3: misorientation axis in TSL Euler coordinates
# Column 4: alpha (in plane angle)
# Column 5: beta (out of plane angle)
# Column 6: misorientation angle
-0.27	0.79	0.54	108.85	32.93	38.94
0.99	0.01	0.17	0.67	9.74	44.51
0.22	0.82	0.53	75.18	32.06	76.93
-0.55	-0.38	0.74	214.25	47.89	27.93
-0.36	0.89	0.27	111.66	15.72	34.21
-0.92	0.34	0.17	159.61	9.56	62.36
-0.94	0.10	0.32	173.81	18.73	75.63
0.09	-0.40	0.91	282.81	66.02	38.95
0.12	-0.28	0.95	292.40	72.22	36.84
0.88	-0.44	0.17	333.17	9.96	62.70
0.47	0.54	0.69	48.90	43.97	46.87
-0.59	0.77	0.24	127.15	13.69	68.29
-0.98	0.04	0.20	177.67	11.60	65.95
0.76	0.42	0.50	29.13	30.16	74.35
0.93	0.15	0.35	9.16	20.28	56.77
0.50	-0.38	0.78	322.71	51.30	33.26
-0.68	-0.31	0.66	204.80	41.36	48.15
-0.31	0.93	0.19	108.44	10.68	57.36
-0.92	0.27	0.28	163.82	16.00	19.52
0.75	0.63	0.21	40.07	12.02	103.49
-0.92	-0.28	0.28	197.18	16.44	80.88
0.21	-0.40	0.89	298.05	62.84	50.83
0.19	0.95	0.25	78.93	14.44	20.33
0.83	0.48	0.26	30.16	15.29	29.30
0.79	0.55	0.28	34.75	16.18	26.20
0.66	-0.64	0.39	315.87	22.72	60.10
0.35	-0.75	0.56	294.85	34.12	95.10
0.29	0.11	0.95	21.58	71.91	50.48
0.70	0.30	0.65	23.02	40.17	80.18
0.87	0.16	0.46	10.51	27.18	36.61
-0.28	0.72	0.64	111.05	39.94	62.75
0.15	0.86	0.48	80.25	28.80	58.24
-0.92	0.33	0.21	160.10	12.24	73.60
-0.91	-0.11	0.39	186.82	22.99	55.40
0.97	-0.09	0.22	354.71	12.94	63.37
0.02	0.04	1.00	70.49	87.27	28.03
-0.87	-0.13	0.47	188.22	27.96	45.41
0.98	-0.20	0.04	348.53	2.08	34.06
0.93	-0.33	0.13	340.43	7.49	35.10
-0.95	0.33	0.01	161.01	0.69	63.53
-0.36	-0.58	0.73	238.52	46.73	76.54
-0.72	-0.40	0.57	208.93	34.95	46.51
-0.72	-0.45	0.53	211.70	31.85	50.42
0.22	-0.95	0.22	283.00	12.60	63.75
0.59	0.27	0.77	24.56	49.92	55.25
0.83	-0.46	0.31	331.06	17.77	17.22
0.98	-0.19	0.03	348.81	1.46	83.71
-0.16	0.97	0.17	99.57	9.86	52.55
0.79	0.52	0.33	33.75	19.15	72.11
-0.36	0.10	0.93	165.07	68.34	14.22
0.96	0.24	0.11	14.11	6.37	58.30
-0.83	-0.26	0.49	197.17	29.40	50.91
-0.11	0.50	0.86	102.48	59.29	73.77
-0.05	-0.21	0.98	255.59	77.46	68.85
0.48	-0.72	0.51	303.73	30.69	12.98
-0.86	-0.21	0.47	193.94	27.95	46.70
0.46	0.88	0.15	62.43	8.71	66.78
0.52	0.39	0.76	36.79	49.51	74.18
0.69	0.44	0.57	32.37	34.70	79.45
-0.68	-0.53	0.51	217.84	30.48	107.87
-0.48	0.64	0.59	126.79	36.42	67.37
-0.18	-0.20	0.96	228.51	74.46	43.49
0.99	-0.11	0.11	353.57	6.53	64.24
-1.00	0.01	0.02	179.42	1.10	62.33
-0.52	0.77	0.36	124.04	21.18	58.52
-0.55	0.13	0.82	166.72	55.38	71.94
-0.18	-0.94	0.30	259.00	17.42	70.71
0.56	0.76	0.33	54.00	19.18	64.95
-0.08	-0.12	0.99	236.47	81.87	50.35
-0.31	-0.43	0.85	233.96	58.20	51.73
-0.92	0.33	0.18	160.09	10.55	41.49
-0.40	0.65	0.64	121.65	39.87	34.52
-0.71	0.46	0.54	147.15	32.82	53.05
-0.28	0.53	0.80	117.82	52.89	54.93
-0.21	-0.57	0.79	249.70	52.30	52.29
0.07	0.85	0.52	85.27	31.39	60.82
0.80	-0.19	0.57	346.72	34.65	90.74
-0.59	0.79	0.20	126.66	11.43	83.40
-0.83	0.55	0.10	146.62	5.94	51.29
0.88	0.37	0.31	22.80	18.35	22.64
-0.76	0.59	0.29	142.26	16.62	89.34
-0.02	-0.23	0.97	264.01	76.80	41.01
0.55	0.24	0.80	23.89	53.41	46.11
-0.64	0.71	0.31	131.92	17.91	76.93
0.53	-0.70	0.48	306.77	28.68	42.46
-0.62	0.21	0.76	160.90	49.15	56.78
0.50	-0.38	0.78	322.72	51.05	60.37
0.89	-0.09	0.45	354.24	26.65	30.90
-0.96	0.23	0.14	166.46	7.78	28.85
0.40	-0.91	0.14	293.78	7.80	52.53
0.71	0.30	0.64	22.92	39.49	61.66
-0.57	-0.82	0.03	234.96	1.93	85.95
0.73	0.11	0.68	8.96	42.48	73.87
-0.98	-0.09	0.20	185.06	11.37	61.84
-0.62	0.78	0.01	128.66	0.81	32.57
0.72	0.62	0.32	41.01	18.54	74.84
-0.66	-0.67	0.33	225.39	19.07	82.61
0.53	0.82	0.20	56.98	11.62	43.24
-0.25	-0.34	0.91	233.70	65.04	49.82
-0.10	0.47	0.88	101.50	61.34	56.99
-0.21	0.54	0.81	111.51	54.51	16.93
-0.22	-0.16	0.96	216.37	74.13	61.50
0.59	-0.63	0.51	313.35	30.38	52.65
-0.91	-0.30	0.27	198.30	15.96	84.24
-0.89	-0.32	0.32	199.60	18.88	77.82
0.50	0.49	0.71	44.24	45.62	56.18
0.14	0.75	0.65	79.31	40.36	85.13
0.58	0.13	0.80	12.96	53.58	71.76
0.44	-0.61	0.66	306.17	41.23	57.06
-0.88	-0.30	0.37	199.07	21.96	43.39
-0.87	0.22	0.43	165.83	25.70	64.87
-0.74	0.35	0.57	154.51	34.65	81.24
0.28	0.22	0.94	38.04	69.42	74.80
-0.34	-0.20	0.92	210.49	66.92	47.91
-0.78	0.11	0.61	172.03	37.75	53.01
-0.77	0.63	0.03	140.67	1.74	47.03
0.71	0.25	0.65	19.26	40.89	10.96
0.71	0.25	0.65	19.26	40.89	10.96
0.72	0.10	0.69	7.58	43.49	63.03
-0.16	0.47	0.87	108.54	60.27	62.98
-0.75	-0.34	0.57	204.32	34.47	39.24
-0.06	-1.00	0.08	266.54	4.44	38.80
-0.76	0.18	0.63	166.69	38.86	62.93
0.75	-0.49	0.45	326.69	26.77	45.64
-0.67	0.49	0.55	143.78	33.29	58.76
-0.37	0.41	0.84	132.21	56.85	37.70
0.76	-0.02	0.64	358.64	40.11	10.30
0.69	-0.70	0.20	314.71	11.57	38.58
-0.26	0.90	0.34	105.91	20.11	75.36
1.00	-0.06	0.04	356.83	2.22	49.96
-0.17	-0.98	0.06	259.98	3.18	58.07
0.98	-0.18	0.03	349.58	2.01	50.01
-0.51	0.30	0.81	148.93	53.80	21.25
-0.79	-0.61	0.09	217.72	5.25	27.58
0.23	0.49	0.84	64.50	56.93	98.81
-0.51	0.75	0.42	124.44	24.76	62.83
0.81	0.45	0.38	29.09	22.29	75.17
-0.96	0.27	0.09	164.29	5.24	42.47
-0.04	0.93	0.36	92.69	21.27	47.82
-0.76	0.43	0.49	150.70	29.50	64.23
-0.76	0.43	0.49	150.70	29.50	64.23
0.90	0.33	0.29	20.19	17.08	76.81
-0.21	0.09	0.97	156.38	76.47	73.37
0.32	0.88	0.37	70.18	21.50	22.47
0.59	-0.76	0.28	307.83	16.34	42.58
-0.09	-0.60	0.80	261.81	52.73	6.94
0.98	0.13	0.14	7.75	8.13	47.43
-0.33	0.57	0.75	119.99	48.44	10.49
-0.33	0.57	0.75	119.99	48.44	10.49
-0.05	-1.00	0.06	266.92	3.51	46.54
0.27	-0.11	0.96	338.25	73.24	70.67
0.27	-0.11	0.96	338.25	73.24	70.67
-0.97	-0.22	0.10	192.52	5.75	35.43
0.96	-0.28	0.02	343.69	1.05	54.21
0.93	0.15	0.32	9.16	18.85	85.35
-0.82	-0.43	0.37	207.85	21.64	61.58
0.59	-0.37	0.71	327.93	45.49	26.27
-0.73	-0.59	0.34	218.73	19.77	81.43
-0.68	-0.61	0.40	221.66	23.70	76.83
-0.87	0.46	0.16	152.06	9.04	66.37
-0.65	0.22	0.73	161.40	46.75	38.97
-0.72	0.32	0.61	156.38	37.73	35.95
-0.48	0.81	0.35	120.61	20.40	73.34
-0.48	0.81	0.35	120.61	20.40	73.34
-0.68	-0.50	0.54	216.31	32.78	51.39
-0.88	0.20	0.42	167.02	24.75	98.02
-0.63	0.12	0.77	168.97	49.99	63.52
-0.63	0.12	0.77	168.97	49.99	63.52
-0.57	0.69	0.46	129.63	27.14	95.15
0.40	0.75	0.52	61.95	31.60	34.17
0.37	0.90	0.22	67.78	12.73	58.28
-0.78	0.61	0.11	141.99	6.23	40.06
